id_visitante,pais_origen,edad,genero,destino,region,fecha_visita,dias_estadia,gasto_total,medio_transporte
V2280,España,40,M,Huaraz,Áncash,2024-03-01,3,1678.0,
V2281,Argentina,43,M,Lago Titicaca,Puno,2024-09-30,4,1864.0,Auto
V2282,México,68,M,Machu Picchu,Cusco,2025-04-15,7,1291.0,Avión
V2283,Perú,43,F,Lago Titicaca,Puno,2024-07-02,2,792.0,Avión
V2284,Brasil,51,F,Arequipa,Arequipa,2025-03-07,4,980.0,Desconocido
V2285,Argentina,71,M,Huaraz,Áncash,2025-08-06,3,1567.0,Tren
V2286,España,58,M,Lago Titicaca,Puno,2025-06-08,3,1694.0,Auto
V2287,Perú,31,M,Huaraz,Áncash,2025-08-22,10,788.0,Auto
V2288,Chile,36,F,Lago Titicaca,Puno,2024-01-25,2,943.0,Auto
V2289,Perú,17,F,Arequipa,Arequipa,2025-09-08,7,1009.0,
V2290,Argentina,20,M,Trujillo,La Libertad,2024-08-27,1,1280.0,Auto
V2291,Chile,15,F,Paracas,Ica,2024-11-18,5,1862.0,NA
V2292,Argentina,73,M,Machu Picchu,Cusco,2024-11-27,3,897.0,Desconocido
V2293,Argentina,54,M,Lago Titicaca,Puno,2025-04-02,2,1372.0,
V2294,Colombia,36,F,Cusco Ciudad,Cusco,2024-10-10,2,1616.0,Avión
V2295,Argentina,63,M,Lago Titicaca,Puno,2024-05-04,3,1731.0,
V2296,Perú,79,F,Cusco Ciudad,Cusco,2024-03-16,2,381.0,Auto
V2297,Argentina,30,F,Cusco Ciudad,Cusco,2025-05-06,1,1240.0,Avión
V2298,Chile,33,F,Cusco Ciudad,Cusco,2024-04-20,1,2123.0,Desconocido
V2299,Perú,78,F,Arequipa,Arequipa,2025-09-22,2,1252.0,
V2300,Perú,66,F,Trujillo,La Libertad,2024-04-08,3,837.0,Desconocido
V2301,USA,76,F,Lago Titicaca,Puno,2024-11-04,4,1012.0,Auto
V2302,España,28,M,Paracas,Ica,2025-09-26,2,1640.0,Tren
V2303,Chile,37,F,Lago Titicaca,Puno,2025-02-10,2,996.0,Auto
V2304,Perú,15,M,Cusco Ciudad,Cusco,2025-02-28,5,1189.0,
V2305,Chile,44,F,Arequipa,Arequipa,2025-02-14,3,938.0,Tren
V2306,Argentina,59,M,Paracas,Ica,2025-01-25,3,824.0,Avión
V2307,Brasil,68,M,Arequipa,Arequipa,2025-05-18,7,828.0,NA
V2308,España,66,M,Huaraz,Áncash,2025-09-08,5,1496.0,Avión
V2309,Brasil,35,F,Trujillo,La Libertad,2024-07-21,3,862.0,Avión
V2310,México,66,F,Paracas,Ica,2024-03-21,2,1597.0,
V2311,España,27,M,Lago Titicaca,Puno,2024-11-05,10,1808.0,Tren
V2312,Perú,72,F,Lago Titicaca,Puno,2024-09-05,2,465.0,
V2313,Argentina,46,F,Arequipa,Arequipa,2024-02-21,7,1488.0,Bus
V2314,Argentina,43,F,Arequipa,Arequipa,2024-03-26,3,1336.0,Bus
V2315,Perú,41,M,Arequipa,Arequipa,2024-03-20,4,199.0,Auto
V2316,Perú,53,M,Huaraz,Áncash,2025-03-02,7,1019.0,Bus
V2317,Perú,41,M,Arequipa,Arequipa,2025-01-25,7,995.0,
V2318,Perú,44,M,Trujillo,La Libertad,2025-02-07,5,1245.0,Bus
V2319,Argentina,50,F,Huaraz,Áncash,2025-06-07,1,2211.0,Desconocido
V2320,USA,26,F,Huaraz,Áncash,2024-04-20,7,1203.0,Desconocido
V2321,Chile,65,F,Arequipa,Arequipa,2024-09-24,3,1294.0,Bus
V2322,Brasil,57,F,Cusco Ciudad,Cusco,2024-02-11,2,1435.0,Avión
V2323,,30,M,Arequipa,Arequipa,2024-07-07,1,1762.0,Avión
V2324,España,30,F,Cusco Ciudad,Cusco,2025-03-07,7,1839.0,Tren
V2325,Brasil,65,F,Lago Titicaca,Puno,2024-12-07,3,1532.0,Desconocido
V2326,USA,62,F,Lago Titicaca,Puno,2024-05-17,4,1293.0,Avión
V2327,Brasil,49,F,Huaraz,Áncash,2025-06-22,2,1793.0,Tren
V2328,USA,33,M,Lago Titicaca,Puno,2024-09-10,3,1489.0,Tren
V2329,España,22,M,Trujillo,La Libertad,2024-11-24,1,1792.0,Tren
V2330,Brasil,78,F,Lago Titicaca,Puno,2024-11-11,1,1450.0,
V2331,Argentina,64,F,Trujillo,La Libertad,2024-12-13,4,1223.0,Auto
V2332,Perú,49,M,Cusco Ciudad,Cusco,2024-12-26,2,819.0,Desconocido
V2333,España,58,M,Trujillo,La Libertad,2025-02-18,7,982.0,Auto
V2334,Perú,75,F,Arequipa,Arequipa,2025-04-14,3,312.0,Auto
V2335,Brasil,67,M,Arequipa,Arequipa,2024-09-01,7,1438.0,
V2336,Brasil,39,F,Cusco Ciudad,Cusco,2025-01-18,7,853.0,Desconocido
V2337,Colombia,21,M,Paracas,Ica,2025-02-23,3,1991.0,Desconocido
V2338,Colombia,72,M,Arequipa,Arequipa,2025-09-22,3,1314.0,Avión
V2339,Chile,49,M,Cusco Ciudad,Cusco,2025-09-26,5,1045.0,Desconocido
V2340,,67,F,Arequipa,Arequipa,2025-03-21,2,1737.0,Bus
V2341,Colombia,17,F,Machu Picchu,Cusco,2024-07-20,1,1048.0,Desconocido
V2342,España,55,F,Lago Titicaca,Puno,2024-01-22,1,1586.0,
V2343,España,49,M,Machu Picchu,Cusco,2024-11-03,4,1717.0,Desconocido
V2344,México,76,F,Huaraz,Áncash,2024-04-23,1,1991.0,Avión
V2345,Chile,33,F,Huaraz,Áncash,2025-09-13,7,1011.0,Tren
V2346,México,56,F,Huaraz,Áncash,2025-05-05,4,1920.0,Avión
V2347,Colombia,43,M,Huaraz,Áncash,2024-02-28,1,1671.0,Bus
V2348,Perú,67,F,Arequipa,Arequipa,2025-03-07,3,600.0,Bus
V2349,México,62,M,Paracas,Ica,2025-04-11,5,1676.0,
V2350,México,33,F,Trujillo,La Libertad,2025-06-22,5,893.0,Desconocido
V2351,Chile,75,F,Lago Titicaca,Puno,2025-01-10,1,1470.0,
V2352,Chile,28,F,Machu Picchu,Cusco,2025-09-24,3,1607.0,Avión
V2353,Chile,35,F,Huaraz,Áncash,2024-04-07,5,1944.0,Desconocido
V2354,Brasil,60,M,Arequipa,Arequipa,2025-05-12,5,1095.0,
V2355,USA,42,F,Huaraz,Áncash,2024-08-30,3,1275.0,Avión
V2356,Colombia,56,M,Trujillo,La Libertad,2024-02-12,3,778.0,Bus
V2357,Brasil,53,F,Arequipa,Arequipa,2025-07-06,3,1069.0,Desconocido
V2358,Brasil,50,F,Trujillo,La Libertad,2024-12-06,1,1049.0,Auto
V2359,USA,39,F,Huaraz,Áncash,2024-11-23,1,1813.0,Desconocido
V2360,Chile,21,M,Paracas,Ica,2025-09-08,2,2056.0,Avión
V2361,Argentina,48,F,Paracas,Ica,2024-06-15,7,1955.0,Bus
V2362,México,23,F,Machu Picchu,Cusco,2025-01-19,5,945.0,
V2363,Colombia,32,F,Arequipa,Arequipa,2024-02-01,2,1165.0,
V2364,Argentina,71,M,Paracas,Ica,2024-03-03,2,1433.0,Bus
V2365,España,38,M,Arequipa,Arequipa,2024-09-24,5,1176.0,Bus
V2366,Perú,18,M,Arequipa,Arequipa,2025-06-27,2,402.0,
V2367,Brasil,26,M,Huaraz,Áncash,2024-10-14,1,1409.0,Tren
V2368,España,44,F,Huaraz,Áncash,2024-12-03,10,1301.0,Auto
V2369,Brasil,44,M,Trujillo,La Libertad,2024-09-20,5,1695.0,
V2370,Perú,23,M,Arequipa,Arequipa,2025-02-04,5,938.0,Bus
V2371,Brasil,52,F,Arequipa,Arequipa,2024-11-28,1,1629.0,Bus
V2372,Brasil,55,M,Cusco Ciudad,Cusco,2025-05-19,5,1204.0,NA
V2373,Chile,72,F,Lago Titicaca,Puno,2024-11-27,1,1843.0,
V2374,Perú,36,F,Huaraz,Áncash,2025-01-25,2,0.0,Avión
V2375,México,35,F,Huaraz,Áncash,2025-02-10,1,1141.0,Bus
V2376,Chile,28,F,Huaraz,Áncash,2024-11-20,4,1727.0,Tren
V2377,Brasil,35,F,Arequipa,Arequipa,2024-02-11,2,1237.0,
V2378,Colombia,74,M,Huaraz,Áncash,2024-02-23,5,1369.0,Bus
V2379,Colombia,16,F,Paracas,Ica,2025-09-29,2,1693.0,Bus
V2380,Perú,21,F,Huaraz,Áncash,2025-08-25,3,1118.0,
V2381,España,28,M,Lago Titicaca,Puno,2025-07-13,4,1890.0,
V2382,USA,34,M,Lago Titicaca,Puno,2025-06-01,3,916.0,Avión
V2383,España,39,F,Paracas,Ica,2025-02-25,2,888.0,Auto
V2384,USA,39,M,Paracas,Ica,2025-07-09,5,1413.0,Desconocido
V2385,Perú,58,F,Lago Titicaca,Puno,2025-05-22,2,0.0,Auto
V2386,Chile,66,F,Arequipa,Arequipa,2024-09-09,3,739.0,Avión
V2387,Argentina,73,F,Huaraz,Áncash,2024-03-03,3,882.0,Auto
V2388,Chile,41,F,Lago Titicaca,Puno,2024-07-11,1,1598.0,Avión
V2389,México,19,F,Cusco Ciudad,Cusco,2024-06-10,7,1404.0,
V2390,México,58,F,Paracas,Ica,2025-06-16,4,1197.0,
V2391,España,58,F,Trujillo,La Libertad,2024-09-20,3,953.0,Bus
V2392,Argentina,19,F,Arequipa,Arequipa,2024-02-07,7,1353.0,Desconocido
V2393,España,55,F,Machu Picchu,Cusco,2025-07-11,2,1600.0,Desconocido
V2394,Perú,42,M,Machu Picchu,Cusco,2024-10-13,2,769.0,
V2395,Brasil,52,M,Cusco Ciudad,Cusco,2025-05-09,1,1865.0,Bus
V2396,Perú,25,M,Huaraz,Áncash,2024-06-10,2,565.0,
V2397,Colombia,48,F,Machu Picchu,Cusco,2025-03-01,1,1814.0,Avión
V2398,Chile,24,M,Huaraz,Áncash,2025-01-17,3,1711.0,Avión
V2399,Chile,21,M,Trujillo,La Libertad,2025-02-07,3,309.0,
V2400,Colombia,51,F,Arequipa,Arequipa,2024-08-11,3,1185.0,
V2401,México,70,M,Paracas,Ica,2025-06-07,10,1827.0,Tren
V2402,Brasil,31,M,Paracas,Ica,2025-10-01,5,1762.0,Avión
V2403,Colombia,71,F,Lago Titicaca,Puno,2024-05-15,1,1030.0,
V2404,Argentina,43,M,Huaraz,Áncash,2025-06-30,2,1290.0,
V2405,Chile,78,F,Lago Titicaca,Puno,2024-08-23,5,1248.0,Tren
V2406,Chile,18,F,Huaraz,Áncash,2025-03-03,4,1934.0,Auto
V2407,Colombia,69,M,Paracas,Ica,2024-02-23,2,1334.0,Bus
V2408,Chile,41,F,Trujillo,La Libertad,2024-03-02,2,1744.0,Auto
V2409,España,68,M,Cusco Ciudad,Cusco,2024-06-06,10,1152.0,Tren
V2410,Colombia,56,M,Trujillo,La Libertad,2024-10-21,1,1516.0,Desconocido
V2411,México,17,F,Lago Titicaca,Puno,2025-01-18,7,1580.0,Desconocido
V2412,Perú,54,F,Arequipa,Arequipa,2025-03-01,4,812.0,
V2413,Chile,64,F,Machu Picchu,Cusco,2024-05-29,7,1059.0,Avión
V2414,Argentina,34,F,Lago Titicaca,Puno,2024-07-27,2,1252.0,Avión
V2415,España,27,F,Machu Picchu,Cusco,2025-09-20,2,1213.0,Auto
V2416,USA,74,F,Machu Picchu,Cusco,2025-01-04,1,857.0,
V2417,Chile,44,F,Paracas,Ica,2025-05-27,7,1588.0,Avión
V2418,España,38,F,Huaraz,Áncash,2024-07-30,3,1550.0,Avión
V2419,USA,28,F,Cusco Ciudad,Cusco,2025-07-23,3,1632.0,Desconocido
V2420,Chile,67,M,Machu Picchu,Cusco,2024-02-11,2,1410.0,Tren
V2421,Argentina,63,F,Paracas,Ica,2025-03-09,7,1966.0,Tren
V2422,Brasil,26,M,Lago Titicaca,Puno,2024-04-12,3,1313.0,Tren
V2423,México,37,M,Huaraz,Áncash,2024-09-20,3,1371.0,Auto
V2424,Brasil,44,M,Arequipa,Arequipa,2025-04-27,2,1313.0,Tren
V2425,Perú,53,F,Huaraz,Áncash,2024-06-03,4,661.0,
V2426,Argentina,16,M,Arequipa,Arequipa,2024-04-27,1,1589.0,Desconocido
V2427,Perú,18,M,Machu Picchu,Cusco,2025-01-11,5,473.0,Tren
V2428,USA,20,F,Trujillo,La Libertad,2025-01-22,3,1953.0,Avión
V2429,Perú,45,M,Machu Picchu,Cusco,2025-09-05,2,643.0,Bus
V2430,México,42,M,Machu Picchu,Cusco,2024-09-27,5,1099.0,Bus
V2431,USA,77,M,Trujillo,La Libertad,2025-04-23,1,1030.0,Bus
V2432,Argentina,26,F,Paracas,Ica,2024-02-11,2,1165.0,Tren
V2433,Argentina,38,F,Arequipa,Arequipa,2024-06-08,5,1767.0,Bus
V2434,USA,48,F,Arequipa,Arequipa,2024-09-04,2,1765.0,NA
V2435,USA,61,M,Machu Picchu,Cusco,2024-07-11,5,1094.0,Auto
V2436,Perú,78,F,Huaraz,Áncash,2024-12-04,2,850.0,Bus
V2437,Chile,38,M,Arequipa,Arequipa,2025-08-28,7,891.0,Tren
V2438,México,35,F,Cusco Ciudad,Cusco,2024-06-06,3,1303.0,
V2439,Colombia,64,M,Trujillo,La Libertad,2025-05-05,7,1273.0,Bus
V2440,México,50,M,Machu Picchu,Cusco,2024-06-07,2,953.0,Auto
V2441,Argentina,49,F,Cusco Ciudad,Cusco,2024-11-27,1,1454.0,Bus
V2442,Colombia,45,M,Machu Picchu,Cusco,2025-05-07,4,865.0,Auto
V2443,USA,53,F,Cusco Ciudad,Cusco,2025-02-10,2,628.0,Auto
V2444,Brasil,52,M,Machu Picchu,Cusco,2025-09-04,2,1298.0,
V2445,Argentina,32,M,Arequipa,Arequipa,2025-09-23,3,1960.0,Bus
V2446,Argentina,75,M,Cusco Ciudad,Cusco,2025-08-08,2,992.0,Auto
V2447,España,37,F,Machu Picchu,Cusco,2025-02-26,7,917.0,Bus
V2448,Brasil,20,M,Cusco Ciudad,Cusco,2025-07-30,5,1698.0,Avión
V2449,México,50,F,Trujillo,La Libertad,2024-10-28,1,862.0,
V2450,USA,77,F,Cusco Ciudad,Cusco,2024-10-14,1,1733.0,
V2451,Brasil,36,F,Paracas,Ica,2025-09-17,10,884.0,Bus
V2452,USA,50,M,Cusco Ciudad,Cusco,2024-05-08,2,1675.0,Desconocido
V2453,USA,35,F,Machu Picchu,Cusco,2025-06-07,5,1552.0,
V2454,Chile,64,M,Arequipa,Arequipa,2024-04-12,2,1293.0,Bus
V2455,Colombia,39,F,Paracas,Ica,2024-11-07,1,848.0,Avión
V2456,Perú,29,M,Machu Picchu,Cusco,2024-05-15,3,313.0,Desconocido
V2457,México,63,M,Lago Titicaca,Puno,2025-02-24,1,1800.0,Avión
V2458,Chile,33,F,Lago Titicaca,Puno,2024-10-30,2,1431.0,Auto
V2459,Argentina,45,M,Machu Picchu,Cusco,2024-12-21,4,1217.0,Bus
V2460,Colombia,67,M,Machu Picchu,Cusco,2025-08-30,1,917.0,Desconocido
V2461,Brasil,20,M,Machu Picchu,Cusco,2024-05-23,4,1419.0,Tren
V2462,Colombia,69,F,Machu Picchu,Cusco,2024-03-03,7,1641.0,Tren
V2463,Chile,35,F,Trujillo,La Libertad,2024-04-13,1,1455.0,Avión
V2464,España,52,F,Arequipa,Arequipa,2024-10-17,3,1992.0,Desconocido
V2465,Argentina,23,M,Trujillo,La Libertad,2024-06-21,4,725.0,Bus
V2466,México,19,M,Lago Titicaca,Puno,2025-01-14,7,1049.0,NA
V2467,Chile,37,M,Paracas,Ica,2024-09-14,10,922.0,NA
V2468,Chile,60,M,Paracas,Ica,2024-09-15,2,1513.0,Desconocido
V2469,España,15,F,Lago Titicaca,Puno,2025-06-02,5,1004.0,Auto
V2470,USA,45,M,Paracas,Ica,2024-10-16,3,1504.0,
V2471,España,79,M,Paracas,Ica,2024-02-09,1,1165.0,
V2472,Colombia,71,F,Arequipa,Arequipa,2024-06-19,10,598.0,Avión
V2473,España,68,F,Lago Titicaca,Puno,2024-02-03,3,1592.0,Auto
V2474,Perú,77,M,Arequipa,Arequipa,2025-04-07,1,1119.0,Auto
V2475,Argentina,48,M,Cusco Ciudad,Cusco,2025-08-02,10,1618.0,Tren
V2476,Brasil,60,F,Trujillo,La Libertad,2025-08-24,2,1552.0,
V2477,España,79,M,Lago Titicaca,Puno,2024-09-12,10,775.0,
V2478,España,28,M,Cusco Ciudad,Cusco,2024-04-16,2,1340.0,Bus
V2479,Chile,40,F,Arequipa,Arequipa,2024-03-25,3,2336.0,Auto
V2480,Brasil,76,M,Paracas,Ica,2025-02-20,3,1058.0,Bus
V2481,España,78,F,Huaraz,Áncash,2024-10-15,2,1096.0,Avión
V2482,USA,23,M,Machu Picchu,Cusco,2024-03-21,7,1523.0,Bus
V2483,Argentina,74,M,Huaraz,Áncash,2024-04-14,1,1554.0,Bus
V2484,Perú,77,M,Lago Titicaca,Puno,2025-07-03,3,197.0,
V2485,México,62,F,Huaraz,Áncash,2025-01-23,2,1394.0,
V2486,USA,41,M,Machu Picchu,Cusco,2025-05-01,10,1637.0,Avión
V2487,USA,52,M,Cusco Ciudad,Cusco,2025-07-10,5,1385.0,Tren
V2488,Colombia,62,M,Huaraz,Áncash,2024-01-27,5,1265.0,Auto
V2489,Argentina,59,F,Machu Picchu,Cusco,2025-04-18,1,1401.0,Bus
V2490,Perú,32,F,Cusco Ciudad,Cusco,2024-01-04,2,1123.0,NA
V2491,Chile,76,M,Lago Titicaca,Puno,2024-01-17,1,1466.0,Auto
V2492,Argentina,52,M,Machu Picchu,Cusco,2024-11-10,1,1794.0,Desconocido
V2493,Argentina,18,M,Paracas,Ica,2024-12-26,5,1482.0,Bus
V2494,Chile,21,F,Lago Titicaca,Puno,2025-04-27,2,1223.0,NA
V2495,USA,57,F,Machu Picchu,Cusco,2024-09-01,2,2309.0,
V2496,Argentina,50,F,Machu Picchu,Cusco,2024-12-13,4,892.0,Desconocido
V2497,Brasil,50,F,Trujillo,La Libertad,2025-02-16,2,1493.0,Avión
V2498,España,70,F,Paracas,Ica,2024-05-06,1,1663.0,Bus
V2499,España,15,M,Paracas,Ica,2025-08-05,3,1339.0,Bus
V2500,Brasil,45,F,Trujillo,La Libertad,2024-02-15,3,817.0,Desconocido
V2501,USA,59,M,Cusco Ciudad,Cusco,2024-09-21,2,1187.0,
V2502,Colombia,63,M,Lago Titicaca,Puno,2024-11-04,1,1377.0,Desconocido
V2503,México,50,M,Paracas,Ica,2024-07-15,2,968.0,
V2504,Chile,68,F,Huaraz,Áncash,2025-09-11,4,1596.0,Auto
V2505,México,76,F,Paracas,Ica,2024-03-22,4,964.0,Tren
V2506,Argentina,42,F,Cusco Ciudad,Cusco,2024-07-29,3,1313.0,
V2507,Argentina,23,F,Huaraz,Áncash,2025-03-27,3,2080.0,Auto
V2508,Chile,23,F,Lago Titicaca,Puno,2024-11-01,2,1075.0,Avión
V2509,Argentina,30,M,Lago Titicaca,Puno,2025-03-02,2,1969.0,
V2510,Argentina,41,M,Machu Picchu,Cusco,2025-09-27,5,1779.0,Auto
V2511,Argentina,48,M,Machu Picchu,Cusco,2025-05-21,4,1932.0,Auto
V2512,Brasil,45,M,Cusco Ciudad,Cusco,2025-04-06,3,1351.0,Tren
V2513,Brasil,37,M,Cusco Ciudad,Cusco,2024-07-11,3,1229.0,
V2514,Chile,37,F,Cusco Ciudad,Cusco,2024-03-07,5,971.0,
V2515,México,54,M,Machu Picchu,Cusco,2024-09-06,3,1075.0,Desconocido
V2516,Brasil,68,M,Paracas,Ica,2025-02-05,5,1580.0,Tren
V2517,Perú,65,F,Lago Titicaca,Puno,2025-07-26,3,857.0,Tren
V2518,USA,31,F,Paracas,Ica,2024-05-24,4,1744.0,Avión
V2519,Chile,39,F,Arequipa,Arequipa,2024-05-27,1,1323.0,Avión
V2520,Brasil,62,F,Machu Picchu,Cusco,2024-02-21,3,735.0,Desconocido
V2521,México,77,F,Lago Titicaca,Puno,2024-10-31,5,1004.0,Desconocido
V2522,Chile,67,M,Cusco Ciudad,Cusco,2025-01-22,4,1835.0,Desconocido
V2523,Chile,31,M,Lago Titicaca,Puno,2025-06-17,10,1423.0,Avión
V2524,USA,56,M,Machu Picchu,Cusco,2025-05-27,3,1066.0,Bus
V2525,México,28,M,Trujillo,La Libertad,2024-04-22,4,1904.0,Bus
V2526,Argentina,69,M,Trujillo,La Libertad,2025-06-14,2,599.0,NA
V2527,Argentina,20,F,Huaraz,Áncash,2024-03-31,2,1282.0,
V2528,España,48,M,Paracas,Ica,2024-09-18,3,878.0,Bus
V2529,Chile,50,F,Huaraz,Áncash,2025-04-26,3,2116.0,Auto
V2530,USA,42,M,Paracas,Ica,2025-09-04,3,989.0,Auto
V2531,USA,46,M,Trujillo,La Libertad,2024-09-02,2,2495.0,Bus
V2532,Colombia,31,F,Arequipa,Arequipa,2024-05-19,1,1931.0,
V2533,España,37,F,Arequipa,Arequipa,2025-01-16,3,1670.0,Bus
V2534,Argentina,26,F,Lago Titicaca,Puno,2024-11-15,5,842.0,
V2535,Colombia,50,M,Machu Picchu,Cusco,2025-04-28,4,1013.0,
V2536,Colombia,60,F,Machu Picchu,Cusco,2024-12-05,7,1039.0,Avión
V2537,Chile,70,F,Lago Titicaca,Puno,2025-03-10,3,1721.0,Avión
V2538,México,75,M,Lago Titicaca,Puno,2024-08-06,3,1477.0,Bus
V2539,,26,M,Lago Titicaca,Puno,2025-01-10,3,727.0,NA
V2540,Perú,45,M,Lago Titicaca,Puno,2025-01-13,5,1301.0,Bus
V2541,Colombia,42,M,Huaraz,Áncash,2025-08-09,3,1024.0,Desconocido
V2542,España,58,F,Machu Picchu,Cusco,2025-01-02,3,1847.0,Avión
V2543,Perú,71,M,Lago Titicaca,Puno,2024-10-09,1,506.0,Desconocido
V2544,España,24,M,Machu Picchu,Cusco,2024-06-01,3,1553.0,Avión
V2545,Colombia,65,F,Lago Titicaca,Puno,2025-03-27,10,1408.0,
V2546,Brasil,29,M,Paracas,Ica,2025-05-28,3,827.0,Tren
V2547,Chile,55,F,Trujillo,La Libertad,2024-08-19,3,2035.0,Auto
V2548,USA,21,M,Huaraz,Áncash,2025-04-20,1,1220.0,Auto
V2549,Argentina,70,M,Machu Picchu,Cusco,2025-09-01,10,964.0,Avión
V2550,USA,23,M,Cusco Ciudad,Cusco,2025-07-31,3,1126.0,Avión
V2551,Perú,17,M,Huaraz,Áncash,2025-02-14,3,1321.0,Bus
V2552,Argentina,65,M,Huaraz,Áncash,2025-02-18,10,978.0,
V2553,Chile,70,M,Paracas,Ica,2024-06-10,7,744.0,
V2554,Colombia,56,F,Cusco Ciudad,Cusco,2024-11-20,7,913.0,Desconocido
V2555,España,16,M,Huaraz,Áncash,2024-09-21,3,1222.0,Auto
V2556,Perú,50,F,Machu Picchu,Cusco,2024-12-06,2,950.0,Desconocido
V2557,Colombia,67,M,Trujillo,La Libertad,2025-02-23,1,1412.0,Bus
V2558,Brasil,72,M,Huaraz,Áncash,2024-04-27,4,1119.0,Auto
V2559,México,79,F,Trujillo,La Libertad,2025-09-11,5,1151.0,Tren
V2560,España,54,F,Cusco Ciudad,Cusco,2024-11-14,1,1238.0,Tren
V2561,Brasil,70,F,Cusco Ciudad,Cusco,2024-09-09,3,950.0,Bus
V2562,México,33,F,Paracas,Ica,2024-10-12,4,1394.0,Avión
V2563,Perú,55,F,Huaraz,Áncash,2025-09-01,7,391.0,Desconocido
V2564,Chile,63,F,Machu Picchu,Cusco,2024-07-23,1,1230.0,Auto
V2565,Colombia,25,F,Machu Picchu,Cusco,2025-07-30,3,758.0,Desconocido
V2566,Perú,56,M,Huaraz,Áncash,2024-09-10,3,920.0,Tren
V2567,Brasil,41,M,Huaraz,Áncash,2025-08-12,2,1399.0,Desconocido
V2568,USA,35,M,Huaraz,Áncash,2025-06-14,2,1516.0,NA
V2569,Brasil,34,M,Trujillo,La Libertad,2025-03-05,7,992.0,Auto
V2570,México,48,M,Machu Picchu,Cusco,2024-12-29,7,988.0,Bus
V2571,Brasil,47,F,Machu Picchu,Cusco,2025-04-11,7,1012.0,Avión
V2572,Perú,36,M,Paracas,Ica,2024-06-10,5,746.0,Bus
V2573,Chile,77,F,Lago Titicaca,Puno,2024-09-13,5,1129.0,Auto
V2574,Colombia,16,M,Machu Picchu,Cusco,2024-08-16,5,1803.0,Auto
V2575,Colombia,68,M,Arequipa,Arequipa,2025-09-13,2,1399.0,Auto
V2576,Argentina,54,F,Lago Titicaca,Puno,2024-07-17,5,1535.0,Auto
V2577,España,51,M,Lago Titicaca,Puno,2025-09-29,3,1572.0,NA
V2578,Brasil,60,M,Trujillo,La Libertad,2025-05-22,3,1302.0,Bus
V2579,España,68,F,Paracas,Ica,2024-02-10,5,1434.0,
V2580,México,51,F,Machu Picchu,Cusco,2024-06-05,1,1968.0,Avión
V2581,USA,37,F,Cusco Ciudad,Cusco,2024-11-26,3,1525.0,NA
V2582,Perú,56,F,Paracas,Ica,2025-02-21,1,637.0,Avión
V2583,Brasil,35,F,Trujillo,La Libertad,2025-04-18,5,1494.0,Bus
V2584,Perú,41,F,Machu Picchu,Cusco,2024-10-04,5,630.0,Desconocido
V2585,Colombia,17,F,Cusco Ciudad,Cusco,2024-10-13,2,1099.0,Tren
V2586,Colombia,69,F,Paracas,Ica,2024-10-17,1,1829.0,Tren
V2587,Chile,47,F,Paracas,Ica,2024-02-05,1,824.0,Tren
V2588,España,61,F,Trujillo,La Libertad,2024-06-06,2,2272.0,Bus
V2589,Colombia,22,M,Cusco Ciudad,Cusco,2024-02-27,10,1549.0,Tren
V2590,,57,F,Huaraz,Áncash,2025-05-01,4,1153.0,Avión
V2591,USA,66,F,Trujillo,La Libertad,2025-09-16,2,2085.0,NA
V2592,Brasil,42,F,Paracas,Ica,2024-10-18,7,1257.0,
V2593,Argentina,78,F,Trujillo,La Libertad,2024-10-15,2,1853.0,Desconocido
V2594,Chile,18,F,Lago Titicaca,Puno,2024-05-15,3,1429.0,
V2595,USA,45,F,Trujillo,La Libertad,2025-07-15,1,1273.0,Tren
V2596,Perú,72,M,Machu Picchu,Cusco,2024-02-11,7,714.0,Desconocido
V2597,Argentina,79,M,Cusco Ciudad,Cusco,2024-12-09,2,1183.0,Avión
V2598,Perú,32,M,Arequipa,Arequipa,2025-07-27,2,1392.0,
V2599,Perú,77,M,Trujillo,La Libertad,2025-09-24,7,424.0,Desconocido
V2600,USA,43,M,Lago Titicaca,Puno,2024-03-09,3,1696.0,Bus
V2601,Chile,32,F,Machu Picchu,Cusco,2024-01-22,3,1506.0,
V2602,Brasil,58,M,Paracas,Ica,2025-01-05,5,1358.0,Desconocido
V2603,Brasil,59,F,Arequipa,Arequipa,2025-04-28,4,869.0,Desconocido
V2604,Chile,75,M,Huaraz,Áncash,2024-03-01,7,1740.0,Avión
V2605,Colombia,38,M,Cusco Ciudad,Cusco,2025-06-02,7,1373.0,Tren
V2606,USA,21,F,Lago Titicaca,Puno,2024-07-14,4,2096.0,Tren
V2607,Colombia,25,M,Lago Titicaca,Puno,2024-04-16,3,1266.0,Desconocido
V2608,Colombia,53,F,Huaraz,Áncash,2025-04-05,1,1064.0,Desconocido
V2609,USA,40,M,Trujillo,La Libertad,2025-08-28,7,1319.0,
V2610,México,32,M,Cusco Ciudad,Cusco,2024-05-16,2,1347.0,Bus
V2611,Perú,34,F,Arequipa,Arequipa,2024-01-07,5,882.0,Bus
V2612,Brasil,31,F,Cusco Ciudad,Cusco,2025-05-13,7,1179.0,
V2613,Brasil,47,F,Huaraz,Áncash,2025-01-21,5,1086.0,Avión
V2614,Colombia,26,F,Paracas,Ica,2024-08-29,2,749.0,Tren
V2615,USA,73,M,Machu Picchu,Cusco,2025-08-15,3,1698.0,Desconocido
